seller_id,total_orders,error_orders,error_rate
066a6914e1ebf3ea95a216c73a986b91,68,4,5.88
a3dd39f583bc80bd8c5901c95878921e,34,2,5.88
5f2684dab12e59f83bef73ae57724e45,68,4,5.88
710e3548e02bc1d2831dfc4f1b5b14d4,136,8,5.88
2138ccb85b11a4ec1e37afbd1c8eda1f,396,23,5.81
9674754b5a0cb32b638cec001178f799,86,5,5.81
5a8e7d5003a1f221f9e1d6e411de7c23,139,8,5.76
53e4c6e0f4312d4d2107a8c9cddf45cd,473,27,5.71
fde0cc9ea29c8ccfc0a2c22256a58c71,35,2,5.71
4d6d651bd7684af3fffabd5f08d12e5a,369,21,5.69
ca3bd7cd9f149df75950150d010fe4a2,71,4,5.63
bd23da7354813347129d751591d1a6e2,89,5,5.62
bd4889b5e9133b35b66e42a8665cea5c,36,2,5.56
dbb9b48c841a0e39e21f98e1a6b2ec3e,108,6,5.56
750303a20e9c56b2a6bc45cdce0b897d,54,3,5.56
240b9776d844d37535668549a396af32,36,2,5.56
7008613ea464bad5cb9b83456e1e6a8f,127,7,5.51
81a1104df0f08b59c68aa5b03cfe398e,73,4,5.48
1c129092bf23f28a5930387c980c0dfc,201,11,5.47
6c177e38df6d3f34182b1f1d427231bf,55,3,5.45
dc317f341ab0e22f39acbd9dbf9b4a1f,55,3,5.45
aafe36600ce604f205b86b5084d3d767,129,7,5.43
63b464dbf392c7b80d12d932fa7cafed,37,2,5.41
7b07b3c7487f0ea825fc6df75abd658b,93,5,5.38
966cb4760537b1404caedd472cc610a5,75,4,5.33
0db783cfcd3b73998abc6e10e59a102f,132,7,5.3
7f7b8245c336066a1f9933c359f11d77,38,2,5.26
ba90964cff9b9e0e6f32b23b82465f7b,38,2,5.26
7722b1df1b0e383e000397b2c11e3e19,134,7,5.22
dbc22125167c298ef99da25668e1011f,406,21,5.17
530ec6109d11eaaf87999465c6afee01,97,5,5.15
95e03ca3d4146e4011985981aeb959b9,175,9,5.14
670c26e0f1bf8d0576271d5cfaec6d2b,78,4,5.13
1f9ab4708f3056ede07124aad39a2554,78,4,5.13
3bdff180c7e1f6551a643b99c265a120,59,3,5.08
3078096983cf766a32a06257648502d1,59,3,5.08
259f7b5e6e482c230e5bfaa670b6bb8f,138,7,5.07
080199a181c46c657dc5aa235411be3b,79,4,5.06
0ea22c1cfbdc755f86b9b54b39c16043,237,12,5.06
813348c996469b40f2e028d5429d3495,179,9,5.03
20d83f3ef0e6925fd74bfd59170babf7,40,2,5.0
d1b65fc7debc3361ea86b5f14c68d2e2,40,2,5.0
83deb69e889cf80f82be1dc6d5f2d486,40,2,5.0
7178f9f4dd81dcef02f62acdf8151e01,203,10,4.93
d57e18d5f73c7ccb7f7339b61166898d,61,3,4.92
d66c305afaec317ebee552073a674429,41,2,4.88
dc8798cbf453b7e0f98745e396cc5616,41,2,4.88
00fc707aaaad2d31347cf883cd2dfe10,103,5,4.85
91f848e9f4be368f4318775aac733370,63,3,4.76
ebd2d60905fb58271facef5596b620d3,84,4,4.76
e63e8bfa530fb16910dd6956e592bb81,42,2,4.76
cce6ab8d1682639fe45ab70234f1665f,63,3,4.76
5cf13accae3222c70a9cac40818ae839,149,7,4.7
1838dd9b8977065acf51d95e0053ea7a,64,3,4.69
3f995f07c49d0d55a99d5c54957f7d81,43,2,4.65
33a17d60c64393351ebf1ef860f4e0f2,43,2,4.65
3d8fa2f5b647373c8620330c4e077a9f,43,2,4.65
e8b3a3a38279a82f0e5d006d5e5b7d2c,87,4,4.6
a2e874074c877c5a05abae80ad6e488f,44,2,4.55
b39d7fe263ef469605dbb32608aee0af,44,2,4.55
85d9eb9ddc5d00ca9336a2219c97bb13,509,23,4.52
870d0118f7a9d85960f29ad89d5d989a,45,2,4.44
f680f85bee2d253556ac91be391d2c82,45,2,4.44
b32be1695eb7ec5f10f72d9610a12527,45,2,4.44
94144541854e298c2d976cb893b81343,68,3,4.41
381c83fdca332ea6afd896da20bf6e4a,46,2,4.35
afe0067131b73e40875c9b6c10bd2e21,46,2,4.35
0691148aee60ca47977c187804f935ae,47,2,4.26
1c68394e931a64f90ea236c5ea590300,142,6,4.23
53243585a1d6dc2643021fd1853d8905,358,15,4.19
9de4643a8dbde634fe55621059d92273,72,3,4.17
44073f8b7e41514de3b7815dd0237f4f,144,6,4.17
80e6699fe29150b372a0c8a1ebf7dcc8,98,4,4.08
86ccac0b835037332a596a33b6949ee1,180,7,3.89
2b3e4a2a3ea8e01938cabda2a3e5cc79,52,2,3.85
d12c926d74ceff0a90a21184466ce161,78,3,3.85
a5cba26a62b8b4d0145b68b841e62e7f,54,2,3.7
2dee2ce60de9709b1a24083217181a1f,54,2,3.7
db4350fd57ae30082dec7acbaacc17f9,137,5,3.65
062ce95fa2ad4dfaedfc79260130565f,55,2,3.64
c3cfdc648177fdbbbb35635a37472c53,278,10,3.6
d98eec89afa3380e14463da2aabaea72,168,6,3.57
0432ead42b6c8a0bdf68154add917fdf,85,3,3.53
376a891762bbdecbc02b4b6adec3fdda,57,2,3.51
b4ffb71f0cb1b1c3d63fad021ecf93e1,144,5,3.47
c864036feaab8c1659f65ea4faebe1da,58,2,3.45
c6bda72e4dbf5c5866b13cb1810c6d03,59,2,3.39
582d4f8675b945722eda7c0cb61ba4c7,59,2,3.39
725c32fa80c2faacc4fc88450d27314e,89,3,3.37
6cd68b3ed6d59aaa9fece558ad360c0a,149,5,3.36
c8b3445d737de6befde0c88ede534a5e,30,1,3.33
02f5837340d7eb4f653d676c7256523a,30,1,3.33
3c487ae8f8d7542beff5788e2e0aea83,30,1,3.33
06e5eefc71ec47ae763c5c6f8db7064f,92,3,3.26
5d3bb11474a06bdc23fb9e89f1164ee0,31,1,3.23
18e694e0e48ed6f7aa3f24aade5fd697,31,1,3.23
33576ec5412fb5905d876f12f33bfde6,31,1,3.23
01fd077212124329bac32490e8ef80d9,31,1,3.23
b372ee768ed69e46ca8cdbd267aa7a38,63,2,3.17
520b493b57809f446cb0a233bb3e25c7,63,2,3.17
3c4e0452bff7a2a788179488d3d77032,32,1,3.12
76d64c4aca3a7baf218bf93ef7fa768d,64,2,3.12
5c243662ce92d84573bfaff24c3e3700,98,3,3.06
8a32e327fe2c1b3511609d81aaf9f042,132,4,3.03
cc5a78bbad32776dc4e3af205218368c,33,1,3.03
4917cee8d902e13428c3ec4b1ca6f315,33,1,3.03
b335c59ab742f751a85db9c411a86739,33,1,3.03
dfc5fb7259bb2b599ca565e6e9448f0f,33,1,3.03
8bd0f31cf0a614c658f6763bd02dea69,33,1,3.03
e26901d5ab434ce92fd9b5c256820a4e,202,6,2.97
5160d23075764e18e07c1f4a87fad743,34,1,2.94
b90e891671cffd9557f33a97dc523645,34,1,2.94
37be5a7c751166fbc5f8ccba4119e043,272,8,2.94
48162d548f5b1b11b9d29d1e01f75a61,68,2,2.94
cb8bcce248bb1fb274ba762d8b971456,68,2,2.94
ac3508719a1d8f5b7614b798f70af136,103,3,2.91
aaed1309374718fdd995ee4c58c9dfcd,105,3,2.86
42bde9fef835393bb8a8849cb6b7f245,35,1,2.86
bf3c6d2a28b2b5501e6c15448982dcc9,35,1,2.86
9646c3513289980f17226a2fc4720dbd,71,2,2.82
612170e34b97004b3ba37eae81836b4c,107,3,2.8
3586b8580d9c917874e053a1bb37b5ff,36,1,2.78
66dc1b1632bd6a3e508510c5b3492107,37,1,2.7
1127b7f2594683f2510f1c2c834a486b,114,3,2.63
96804ea39d96eb908e7c3afdb671bb9e,38,1,2.63
d23019c84ffae2d5ef2270367b8605fc,39,1,2.56
5a93f3ab0ef4c84ed5e1b5dbf23978bc,39,1,2.56
744dac408745240a2c2528fb1b6028f3,79,2,2.53
b1ac6ea7895bc3dd6f0f6f4abbdd2821,40,1,2.5
34d1ca11b242c0fee2c834ae8d788566,40,1,2.5
229c3efbfb0ea2058de4ccdfbc3d784a,121,3,2.48
cab85505710c7cb9b720bceb52b01cee,206,5,2.43
bacb1f0ed56ad24198f5810d2b3fe9a5,42,1,2.38
9add47bf45ce8e8c7db6b9cf670b1e09,43,1,2.33
f3b80352b986ab4d1057a4b724be19d0,87,2,2.3
bccf933e006e9b94a6184af782963e77,45,1,2.22
12b9676b00f60f3b700e83af21824c0e,135,3,2.22
b8bc237ba3788b23da09c0f1f3a3288c,45,1,2.22
0bae85eb84b9fb3bd773911e89288d54,137,3,2.19
83e197e95a1bbabc8c75e883ed016c47,47,1,2.13
4c03b9dd4c11ee2cb35c96c49efc9420,48,1,2.08
2a5b78b41cd05baeac8df54c6606b92c,49,1,2.04
751bdc4d83a466c7206cd42e8f426b03,54,1,1.85
8c16d1f32a54d92897cc437244442e1b,108,2,1.85
1b8356dabde1d35e17cef975c3f82730,56,1,1.79
fc906263ca5083d09dce42fe02247800,114,2,1.75
6c7d50c24b3ccd2fd83b44d8bb34e073,114,2,1.75
57e632711dec9ec14ca7546769483e7e,62,1,1.61
9d5a9018aee56acb367ba9c3f05d1d6a,67,1,1.49
822166ed1e47908f7cfb49946d03c726,69,1,1.45
0df3984f9dfb3d49ac6366acbd3bbb85,87,1,1.15
718539d38d07dd351c76db862760e2e2,37,0,0.0
fa1a9dec3a9940c072684a46728bf1fc,55,0,0.0
aae3bfea055532c57fb453ed3ec80b30,48,0,0.0
cc63f0dd2acba93ffed4fe9f8e0321fa,55,0,0.0
f67efa3f0b6761102a7f8c6b7b571f5d,31,0,0.0
bba74270a87732727b5a3b4fd9ac1c39,36,0,0.0
4da0e408c99d2fdc2126dc9fce518060,44,0,0.0
48efc9d94a9834137efd9ea76b065a38,33,0,0.0
acce39e832338debb07b02385cde5967,44,0,0.0
6338ea67c41078a46ad99cc009654956,37,0,0.0
9616352088dcf83a7c06637f4ebf1c80,92,0,0.0
81f89e42267213cb94da7ddc301651da,46,0,0.0
94e93ce877be27a515118dbfd2c2be41,30,0,0.0
9baf5cb77970f539089d09a38bcec5c3,32,0,0.0
5cbbd5a299cab112b7bf23862255e43e,36,0,0.0
325f3178fb58e2a9778334621eecdbf9,36,0,0.0
6df688df543f90e9b38f4319e75a9d88,40,0,0.0
0ebd97a106433a45a4aebe57c1799778,31,0,0.0
3504c0cb71d7fa48d967e0e4c94d59d9,53,0,0.0
33ac3e28642ab8bda860a2f693000e78,34,0,0.0
e49c26c3edfa46d227d5121a6b6e4d37,35,0,0.0
e882b2a25a10b9c057cc49695f222c19,57,0,0.0
